Date,Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8
2023-01-01,0.014143735584044644,0.09049329694592224,0.07101016379300698,0.05674868351371875,0.13451310554624674,0.02473415753422691,0.04079016944145478,0.05182561772971511,0.005966819611684885
2023-01-08,0.015830405297965894,0.08926576779568857,0.07076747854078665,0.05794422951330265,0.12851677651023188,0.026677010432316302,0.041756838554209676,0.051542906129811154,0.011204265849160004
2023-01-15,0.01762083788981023,0.08843669513267577,0.06997658792692815,0.058700027602334885,0.12297718489365221,0.028500145007524874,0.04275440164451718,0.05069985592670121,0.015793718648305404
2023-01-22,0.019343087658909575,0.08715976926401654,0.06988599652379758,0.0595476959476321,0.11816371697356179,0.030887795741254814,0.04392705919937724,0.05042644326554897,0.019729340865395874
2023-01-29,0.021136407951306127,0.08597543642173522,0.06926871081448314,0.05978133306536057,0.11431290627770611,0.03230448317053106,0.04458401591097353,0.050441445649563106,0.023288463004909724
2023-02-05,0.022801465358997575,0.08530048070552045,0.06888521593514253,0.060457883686192364,0.10952915618284134,0.033845771422465684,0.04553033312928058,0.05089647530016966,0.025987434713514418
2023-02-12,0.02415629865644992,0.08437523850083764,0.06877177672593354,0.06025900790230698,0.10578156672805424,0.03539539277847256,0.04679222572427988,0.05117483480492491,0.029694734822972885
2023-02-19,0.025247464146224793,0.08285055354565464,0.06845741024846091,0.06033895728554538,0.10158884884109994,0.037102762262202334,0.04789137286385559,0.05136445266078543,0.03154079817727515
2023-02-26,0.026646032349255,0.08214762693144319,0.06824318981442822,0.06068828373701844,0.0985279233484523,0.03899045381332331,0.048818626395644125,0.05172282625750552,0.03416820779846391
2023-03-05,0.028089716895843466,0.08117278393451419,0.06807494469789191,0.060950454438421675,0.09541194592385341,0.04003071974031069,0.049251418578118114,0.051483181641151135,0.036423349973349665
2023-03-12,0.028918271939958783,0.0808106216027834,0.06739602442245081,0.061119358527955296,0.09244641164492241,0.04111864622465089,0.0497102595607707,0.05166268204738375,0.037047889096692606
2023-03-19,0.03007936471990501,0.08028430305456583,0.06718600133356593,0.0609150074835635,0.09047575146310889,0.04204820209710322,0.05061518836858872,0.05166178700999802,0.03846698653659545
2023-03-26,0.031621336381698804,0.07945602925738658,0.06691636876995236,0.06110840279113117,0.08787215062038126,0.043591984687865994,0.05132686359741896,0.05171487428401412,0.04103894398561489
2023-04-02,0.03293379106807356,0.07866302220410576,0.06657001621318924,0.06082937405059712,0.08539118102641012,0.04503268605306299,0.051449543135911935,0.05249615817749515,0.04318202736310695
2023-04-09,0.03421216590347845,0.0777818900537716,0.06637315191298761,0.06065276240264151,0.0835609544019012,0.04577549256350339,0.05168677402587286,0.05263189852771585,0.04376090392770496
