Date,Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8
2023-01-01,0.01366850655874474,0.09180944186352467,0.07085380494623204,0.05693613396221232,0.1327849436778148,0.02498019186039198,0.040626901365494454,0.05034982202503013,0.005917836891977762
2023-01-08,0.01431270095244277,0.09164826584587456,0.07056285716137874,0.0570134858809226,0.12734131860797654,0.025695298753289558,0.04231719337763823,0.05055567781553503,0.011070603646400235
2023-01-15,0.01631163913283684,0.09092417609239359,0.06991158381775614,0.05796304823168501,0.12324535685738432,0.027748021209748397,0.044021242770037744,0.050428632313050455,0.016799267600253402
2023-01-22,0.0184551713345432,0.08836746959962459,0.07027327910418384,0.05766247050476654,0.11851659180782975,0.031063932541601252,0.04550261261020315,0.05119961714571435,0.02443584040042984
2023-01-29,0.018851386218373522,0.08870840113596021,0.0701332878238014,0.05720389126798914,0.11413132795428049,0.034809879971834504,0.04725600479161507,0.051926555167101596,0.028987195948890817
2023-02-05,0.020519391479896724,0.08748099034091605,0.06947036762872691,0.05819371036227096,0.11119797323498994,0.03646810610652419,0.04695109874817182,0.052082013967069095,0.03255792833531978
2023-02-12,0.02185577293509785,0.08741106584193552,0.06943351869045644,0.059238417355867684,0.10896216111855013,0.03742224024048051,0.0473990256894758,0.050472870672558505,0.034196201909944025
2023-02-19,0.02419034397403645,0.08676074913062555,0.06924830540677018,0.05934436544913549,0.1052959802588742,0.037703697755258385,0.048231545164577914,0.0514294154091932,0.03712755273755932
2023-02-26,0.027007074339793255,0.08870355817152605,0.06999717776919,0.06009499732052834,0.10284208178511464,0.03953936988903447,0.05015134641555742,0.05257800877313334,0.04450667359984781
2023-03-05,0.02840070622686915,0.087079169463205,0.06977048575466452,0.060175534102128204,0.099481927024724,0.04084014804709778,0.05177168349143805,0.052820496596687784,0.044425533556517155
2023-03-12,0.02885498873692886,0.08559896977066893,0.06927859898527461,0.06030423234301055,0.09599689977398765,0.04220736268351795,0.05169574649690405,0.052335297277689485,0.04684296187763196
2023-03-19,0.02888134864711531,0.08517282958787811,0.06884256808149132,0.06235569810069078,0.09326439796740742,0.04363021006010128,0.05166038045721626,0.05356484490649618,0.04836147111402538
2023-03-26,0.03027200647544278,0.08503826821714203,0.06760553971379796,0.0637332839029282,0.09095132619326131,0.04243350665168431,0.05163134429451725,0.05321215728525092,0.04821753937557059
2023-04-02,0.0321368664299437,0.08328717930496086,0.06632323870124979,0.06313205369221558,0.08795461472884912,0.04256156919534152,0.05076998683742275,0.054602887527867856,0.055113413327491714
2023-04-09,0.03360947265137423,0.08200039132241412,0.06632839139513459,0.06246929862902269,0.0871467047121981,0.04641540549769573,0.051079576035902165,0.05325417817699937,0.05443114136797414
2023-04-16,0.03470196983975027,0.08142534992369557,0.06532586453104694,0.06221466146398754,0.08335013326004499,0.04715954347378567,0.050875003470827615,0.052879721786733606,0.05806690871440137
2023-04-23,0.033629801374464426,0.08063236335299682,0.06499369355794485,0.06197355203336286,0.08116594010859256,0.04820392050433752,0.052521119364693156,0.0534748862857148,0.059230627955089814
2023-04-30,0.03494469131830329,0.07875032725317907,0.0647739395875588,0.0616461805925708,0.08110339647232055,0.04720767150390131,0.05315889898983136,0.05234838508328729,0.05727104557774411
2023-05-07,0.035874358221911005,0.08048338792686432,0.06379591365073548,0.06109608175148041,0.0788949078722564,0.04672072874696244,0.05312620254098133,0.05397734904717174,0.05664731087818641
2023-05-14,0.03508232244324461,0.08150733086503041,0.06368463633877926,0.06045297272824432,0.07720804964015882,0.04753629704378642,0.05418582474624923,0.054037543511752426,0.055562396488674434
