Date,Region_0,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8
2023-01-01,0.013343937713583016,0.09200507680918243,0.0708046798391248,0.05633753484708864,0.13550201402813325,0.024241993088742204,0.040895630753590255,0.05267178765982794,0.00600690022370187
2023-01-08,0.01567522663400653,0.09179591215489533,0.06950143553605674,0.05800344747888094,0.12780804798694473,0.026307996761383363,0.041742368912584975,0.05182228070928017,0.012238525443499808
2023-01-15,0.016364335454250013,0.09006940434541484,0.07035813251368933,0.05956465002187309,0.12305624086544666,0.028853795001177105,0.04221139492003881,0.051747757982785095,0.017838354993694606
2023-01-22,0.017257203235642428,0.09021435619279516,0.07045760167733123,0.05984317584040633,0.1195453901754347,0.03104447059945709,0.04252109043986557,0.05164080317373737,0.025885264876563542
2023-01-29,0.01822255383141162,0.08801343194668979,0.07063420185133351,0.05942035663151651,0.11552081798368573,0.03309458714394307,0.04415869643633054,0.05300472812815391,0.02740266105024323
2023-02-05,0.020425768178217712,0.08609038647384958,0.07050970206268425,0.059238158817198176,0.11256601482928391,0.03585413161838519,0.04667452823789316,0.05122836514700071,0.028734679922628202
2023-02-12,0.023235261920959063,0.08587976928491664,0.06937458855189754,0.0600631196733518,0.10801082100431524,0.03660272480275121,0.04824070863754054,0.05198804487695008,0.032912377092437356
2023-02-19,0.025098364883826146,0.08501109359635674,0.06946484133823985,0.06166062711989343,0.10501188441964218,0.03946614561242597,0.04871002540722594,0.05300094367318657,0.035227039780292686
2023-02-26,0.026967506152866173,0.08394378107011237,0.06872027396568658,0.06237390413281652,0.1008391645975857,0.04111149643237383,0.04823573000430554,0.05458207089629898,0.036495769208647076
2023-03-05,0.0285493863288576,0.08213620947876657,0.0681982731849101,0.062354780178736316,0.0959628105512081,0.04238641686566349,0.04802731968309417,0.05433332854962253,0.0385706588501788
2023-03-12,0.029592647991409125,0.08246355117645243,0.06753218627461935,0.06170188880663277,0.09268197699835533,0.04449188393176102,0.049051324789375204,0.053827638421206664,0.041588707653143334
2023-03-19,0.03223839656123367,0.08296812379481687,0.06719269375437005,0.060672280852218846,0.09052342691973118,0.044493632402221116,0.05104591375805615,0.057024051580050715,0.04396006844084818
2023-03-26,0.0326407767931166,0.08168591287861614,0.06635201997649069,0.06007625798101149,0.08781259983174262,0.044894685298416837,0.051089709122884276,0.05775734696557183,0.04740916590328545
2023-04-02,0.034368376515358734,0.08080413754485674,0.06600879309331042,0.05927160802230174,0.08573384123882881,0.048510878968239295,0.053235235596343175,0.05754393080620616,0.050590866133113616
2023-04-09,0.036013718784638646,0.07931298684819262,0.06542027354118003,0.059368730326173576,0.08225899253214179,0.04795675982955326,0.05369145778853488,0.05667762712006512,0.054762806729456104
2023-04-16,0.035002651606408114,0.07881958830105007,0.06547026359117564,0.05847387526532686,0.07933708913978957,0.04820613840560647,0.054271922995738436,0.05606618068601377,0.05583938819325565
